DC-01,RHa-36,AcT-09,RHa-51,null,0.549357616
DC-01,RHa-36,AcT-09,null,null,0.997457215
DC-01,RHa-36,RHa-51,AcT-11,null,0.702909277
DC-01,AcT-09,RHa-51,NMT-05,null,0.574744753
DC-01,RHa-36,RHa-51,NMT-17,null,0.906472942
DC-01,AcT-09,RHa-51,null,null,0.395267012
DC-01,RHa-36,RHa-51,null,null,0.468598739
DC-01,RHa-51,null,null,null,0.58422494
RHa-36,AcT-09,RHa-51,DC-02,null,0.630616921
RHa-36,AcT-09,DC-02,null,null,0.008373412
RHa-36,RHa-51,AcT-11,DC-02,null,0.779743324
AcT-09,RHa-51,NMT-05,DC-02,null,0.431567951
RHa-36,RHa-51,NMT-17,DC-02,null,1.025960004
AcT-09,RHa-51,DC-02,null,null,0.639136436
RHa-36,RHa-51,DC-02,null,null,0.644147916
RHa-51,DC-02,null,null,null,0.812670301
RHa-36,RHa-51,NMT-17,AAF-20,null,0.912939292
RHa-36,AcT-09,RHa-51,AAF-27,null,-0.033697879
RHa-36,AcT-09,AAF-27,null,null,1.006341201
RHa-36,RHa-51,AcT-11,AAF-27,null,0.865829174
AcT-09,RHa-51,NMT-05,AAF-27,null,0.563128998
AcT-09,RHa-51,AAF-27,null,null,-0.074135334
RHa-36,RHa-51,AAF-27,null,null,-0.026958303
RHa-51,AAF-27,null,null,null,0.400051045
AcT-09,NMT-05,DC-02,null,null,-0.006739576
AcT-09,DC-02,null,null,null,-1.96012E-16
AcT-09,AAF-27,null,null,null,-1.96012E-16
DC-01,RHa-36,AcT-05,RHa-18,null,0.807016924
DC-01,RHa-36,RHa-51,AcT-05,null,0.60656182
DC-01,RHa-36,AcT-05,null,null,0.833991868
DC-01,RHa-36,AcT-09,RHa-18,null,0.869163979
DC-01,RHa-36,AcT-11,RHa-18,null,0.491842519
DC-01,RHa-36,AcT-11,null,null,0.676364569
DC-01,RHa-36,null,null,null,0.271508624
DC-01,RHa-51,NMT-05,AcT-05,null,0.71344728
DC-01,RHa-51,AcT-11,NMT-05,null,0.837190103
DC-01,RHa-51,NMT-17,RHa-18,null,0.766910652
DC-01,RHa-51,NMT-17,null,null,0.667821546
DC-01,RHa-51,AcT-05,RHa-18,null,0.705789113
DC-01,RHa-51,AcT-05,null,null,-0.020218727
DC-01,AcT-09,RHa-51,RHa-18,null,0.64203335
DC-01,RHa-51,AcT-11,RHa-18,null,0.627706643
DC-01,RHa-51,AcT-11,null,null,0.782847979
DC-01,RHa-51,RHa-18,null,null,0.81816724
RHa-36,DC-02,AcT-05,RHa-18,null,0.518342464
RHa-36,DC-02,AcT-05,null,null,-0.033697879
RHa-36,AcT-09,DC-02,RHa-18,null,1.176122673
RHa-36,AcT-11,DC-02,RHa-18,null,0.80983023
RHa-36,AcT-11,DC-02,null,null,-0.008371512
RHa-36,DC-02,null,null,null,0.214882233
RHa-51,NMT-05,DC-02,AcT-05,null,0.829705418
RHa-51,AcT-11,NMT-05,DC-02,null,0.225386871
DC-01,RHa-36,NMT-05,null,null,0.241529277
DC-01,RHa-36,RHa-51,NMT-05,null,0.808208698
RHa-36,RHa-51,NMT-05,DC-02,null,0.507103055
RHa-51,NMT-05,DC-02,null,null,1.033132675
RHa-36,NMT-05,AAF-20,null,null,0.881960291
RHa-36,NMT-05,AAF-27,null,null,0.897472069
RHa-36,RHa-51,NMT-05,AAF-27,null,0.981117098
RHa-36,RHa-51,NMT-17,AAF-27,null,1.063467513
NMT-05,DC-02,null,null,null,0.952276778
NMT-05,AAF-20,null,null,null,0.717088273
AcT-09,AAF-20,null,null,null,0.713297514
AcT-09,NMT-05,AAF-27,null,null,0.772057929
DC-01,AcT-09,NMT-05,RHa-18,null,0.524439934
DC-01,AcT-11,NMT-05,RHa-18,null,0.75336071
DC-01,RHa-36,NMT-05,RHa-18,null,1.029484718
DC-01,RHa-51,NMT-05,RHa-18,null,0.77388192
DC-01,NMT-05,RHa-18,null,null,0.596980058
DC-01,RHa-36,NMT-17,RHa-18,null,0.797702926
DC-01,NMT-17,RHa-18,null,null,0.496470311
NMT-05,DC-02,AcT-05,RHa-18,null,0.639858466
AcT-09,NMT-05,DC-02,RHa-18,null,0.84354412
AcT-11,NMT-05,DC-02,RHa-18,null,0.443625505
RHa-36,NMT-05,DC-02,RHa-18,null,0.748564287
RHa-51,NMT-05,DC-02,RHa-18,null,0.96984176
NMT-05,DC-02,RHa-18,null,null,0.976070042
RHa-36,RHa-51,DC-02,AcT-05,null,0.610772313
RHa-51,NMT-17,DC-02,RHa-18,null,1.028783738
RHa-51,NMT-17,DC-02,null,null,0.95524295
RHa-51,DC-02,AcT-05,RHa-18,null,0.85362179
RHa-51,DC-02,AcT-05,null,null,0.706497875
RHa-51,AcT-11,DC-02,RHa-18,null,1.307159925
RHa-51,DC-02,RHa-18,null,null,0.901004549
RHa-36,NMT-05,AcT-05,DC-06,null,0.804470138
RHa-36,AcT-09,NMT-05,DC-06,null,0.807891871
RHa-36,AcT-11,NMT-05,DC-06,null,0.745458407
RHa-36,NMT-05,RHa-18,DC-06,null,0.891915071
RHa-36,RHa-51,NMT-05,DC-06,null,0.828835236
RHa-36,NMT-05,DC-06,null,null,0.918173929
RHa-36,NMT-17,RHa-18,DC-06,null,0.774656306
RHa-36,RHa-51,NMT-17,DC-06,null,1.00557381
RHa-36,NMT-17,DC-06,null,null,1.029642289
RHa-36,AcT-05,RHa-18,DC-06,null,1.077765608
RHa-36,RHa-51,AcT-05,DC-06,null,0.790049978
RHa-36,AcT-05,DC-06,null,null,0.686102517
RHa-36,AcT-09,RHa-18,DC-06,null,1.056795052
RHa-36,AcT-09,RHa-51,DC-06,null,1.086671484
RHa-36,AcT-09,DC-06,null,null,0.854724515
RHa-36,AcT-11,RHa-18,DC-06,null,0.87558417
RHa-36,RHa-51,AcT-11,DC-06,null,0.993260237
RHa-36,AcT-11,DC-06,null,null,0.801023031
RHa-51,NMT-05,AcT-05,DC-06,null,1.024447179
RHa-51,AcT-11,NMT-05,DC-06,null,0.827835658
RHa-51,AcT-05,RHa-18,DC-06,null,0.923332682
RHa-51,AcT-05,DC-06,null,null,0.997624975
AcT-09,RHa-51,RHa-18,DC-06,null,0.909347171
AcT-09,RHa-51,DC-06,null,null,1.06333737
RHa-51,AcT-11,DC-06,null,null,0.969612009
RHa-51,RHa-18,DC-06,null,null,0.811553453
RHa-36,RHa-51,DC-06,null,null,0.956990375
RHa-51,DC-06,null,null,null,0.824162695
RHa-36,AAF-20,AcT-05,RHa-18,null,1.184043717
RHa-36,NMT-05,AAF-27,AcT-05,null,0.714249293
RHa-36,AcT-11,NMT-05,AAF-27,null,0.74533527
RHa-36,NMT-17,AAF-27,null,null,0.920027016
RHa-36,RHa-51,AAF-27,AcT-05,null,1.01048127
DC-01,NMT-17,AcT-05,RHa-18,null,0.693510173
DC-01,AcT-09,NMT-17,RHa-18,null,1.003870732
DC-01,AcT-11,NMT-17,RHa-18,null,0.577024791
DC-01,RHa-36,NMT-17,AcT-05,null,0.556704245
DC-01,RHa-36,AcT-09,NMT-17,null,1.000672798
DC-01,RHa-36,AcT-11,NMT-17,null,0.765094233
DC-01,RHa-51,NMT-17,AcT-05,null,0.810614883
DC-01,RHa-51,AcT-11,NMT-17,null,0.759115714
NMT-17,DC-02,AcT-05,RHa-18,null,0.821361283
RHa-36,NMT-17,DC-02,AcT-05,null,1.060759256
RHa-36,AcT-09,NMT-17,DC-02,null,0.79806533
RHa-36,AcT-11,NMT-17,DC-02,null,0.74404231
AcT-09,RHa-51,NMT-17,DC-02,null,0.722588587
RHa-51,AcT-11,NMT-17,DC-02,null,1.034016787
RHa-36,NMT-17,AcT-05,DC-06,null,0.807634364
RHa-36,AcT-09,NMT-17,DC-06,null,0.781020949
RHa-36,AcT-11,NMT-17,DC-06,null,0.922085261
RHa-36,AcT-09,NMT-17,AAF-27,null,1.035725334
RHa-36,AcT-11,NMT-17,AAF-27,null,0.494851388
RHa-36,AAF-27,AcT-05,null,null,0.587546586
RHa-36,AAF-27,null,null,null,0.887969741
RHa-36,AcT-09,AAF-18,null,null,0.284630742
DC-01,AcT-11,NMT-17,null,null,0.394426085
AcT-11,NMT-05,AAF-27,null,null,0.417021778
RHa-51,AcT-11,AAF-27,null,null,1.04175545
RHa-51,AAF-27,NMT-13,null,null,0.603784946
AcT-11,NMT-17,AAF-18,null,null,0.416739332
DC-02,AcT-05,null,null,null,0.376061272
AcT-09,NMT-17,DC-02,null,null,0.928103747
NMT-05,AcT-05,RHa-18,DC-06,null,0.768543402
AcT-11,NMT-17,RHa-18,DC-06,null,0.984748522
DC-01,RHa-36,NMT-17,AcT-05,RHa-18,0.40280702
NMT-17,RHa-18,DC-06,null,null,0.801872392
RHa-51,NMT-17,RHa-18,DC-06,null,1.004225639
NMT-05,AAF-18,null,null,null,0.863690238
RHa-36,NMT-17,AcT-05,RHa-18,DC-06,0.89540585
RHa-36,NMT-17,DC-02,null,null,0.954051048
NMT-05,RHa-18,DC-06,null,null,0.753037992
DC-02,AcT-05,RHa-18,null,null,0.73151297
DC-01,NMT-13,null,null,null,0.488741226
AcT-09,NMT-17,DC-06,null,null,0.821402756
AcT-09,RHa-51,NMT-17,DC-06,null,0.966244575
DC-01,RHa-36,AcT-11,NMT-05,RHa-18,0.499146172
DC-01,AcT-09,RHa-18,null,null,0.659762897
RHa-51,AcT-11,NMT-17,DC-06,null,0.951167286
RHa-36,AcT-11,NMT-05,DC-02,RHa-18,0.624376748
DC-01,NMT-17,null,null,null,0.470222225
AAF-27,NMT-13,null,null,null,0.851057185
RHa-36,NMT-05,AcT-05,RHa-18,DC-06,0.912884676
RHa-51,NMT-05,RHa-18,DC-06,null,0.842175554
AcT-11,NMT-05,RHa-18,DC-06,null,0.921317298
RHa-36,AcT-11,NMT-05,DC-02,null,1.094012413
AcT-09,RHa-51,DC-02,RHa-18,null,0.425532568
RHa-36,DC-06,NMT-13,null,null,0.861340934
RHa-51,DC-06,NMT-13,null,null,0.824562165
RHa-36,NMT-17,DC-02,RHa-18,null,1.128319102
AcT-09,NMT-17,AAF-18,null,null,0.584747026
RHa-36,NMT-17,AAF-27,RHa-18,null,0.721438768
AcT-11,DC-02,null,null,null,0.806954532
AcT-11,NMT-05,AAF-27,RHa-18,null,0.596640381
RHa-36,AcT-09,NMT-17,DC-02,RHa-18,0.691016351
RHa-36,AcT-09,NMT-17,RHa-18,DC-06,0.828821612
DC-01,RHa-36,RHa-18,NMT-13,null,0.89540585
AcT-11,AAF-27,RHa-18,null,null,0.465740961
NMT-17,AAF-27,AcT-05,RHa-18,null,0.405803195
DC-01,RHa-36,AcT-11,NMT-05,null,0.800639219
RHa-36,DC-02,RHa-18,NMT-13,null,0.683482374
DC-06,NMT-13,null,null,null,0.926680968
RHa-36,AcT-09,AAF-27,RHa-18,null,0.964429441
RHa-36,RHa-51,AAF-27,NMT-13,null,1.37134981
NMT-17,DC-02,AcT-05,null,null,0.637131847
RHa-51,DC-02,NMT-13,null,null,0.797200486
NMT-17,AcT-05,DC-06,null,null,0.990472596
RHa-36,RHa-51,NMT-17,AAF-18,null,1.011613511
AcT-11,NMT-17,DC-02,null,null,0.166587495
AAF-27,RHa-18,null,null,null,0.971277309
RHa-51,RHa-18,DC-06,NMT-13,null,0.852531808
AAF-27,AcT-05,RHa-18,null,null,0.713256809
AAF-27,AcT-05,null,null,null,0.842218923
NMT-17,DC-02,null,null,null,1.015090839
NMT-05,AcT-05,AAF-18,null,null,0.788591922
RHa-36,AcT-09,NMT-05,AAF-27,null,0.661447092
AcT-11,AAF-27,null,null,null,0.767278627
RHa-36,NMT-05,DC-02,AcT-05,null,1.003194756
AcT-11,AAF-18,null,null,null,0.767825122
DC-01,AcT-09,NMT-17,null,null,0.527413745
DC-02,RHa-18,null,null,null,0.985303155
AcT-05,RHa-18,DC-06,null,null,0.930680557
RHa-51,AcT-11,DC-02,null,null,0.784576374
DC-01,RHa-36,NMT-05,AcT-05,null,0.767736977
AcT-09,NMT-17,AAF-27,null,null,0.894459602
RHa-36,RHa-18,DC-06,NMT-13,null,0.651510699
DC-01,AcT-05,null,null,null,0.703338741
RHa-51,DC-02,RHa-18,NMT-13,null,1.365328348
RHa-51,DC-02,AcT-05,NMT-13,null,0.766880248
DC-01,RHa-36,AcT-09,NMT-05,null,1.32320041
RHa-51,NMT-17,DC-02,AcT-05,null,0.502545066
RHa-51,AcT-11,NMT-05,AAF-27,null,0.60064741
DC-02,AcT-05,NMT-13,null,null,0.674390833
DC-01,RHa-51,RHa-18,NMT-13,null,0.745965332
RHa-51,AAF-27,AcT-05,NMT-13,null,1.195216162
DC-01,AcT-09,null,null,null,0.932456665
AcT-09,RHa-51,DC-02,NMT-13,null,0.945347771
AcT-09,DC-02,NMT-13,null,null,0.862522415
AAF-27,AcT-05,NMT-13,null,null,0.898710614
RHa-36,RHa-51,DC-02,NMT-13,null,0.742527703
DC-01,RHa-36,AcT-05,NMT-13,null,0.845543842
RHa-36,AcT-11,NMT-17,AAF-27,RHa-18,1.129151171
DC-01,RHa-36,AcT-11,RHa-18,NMT-13,0.724652037
AcT-11,RHa-18,DC-06,null,null,1.052876783
AcT-05,DC-06,NMT-13,null,null,0.863603649
NMT-05,DC-02,AcT-05,null,null,0.279174148
RHa-36,AAF-27,RHa-18,NMT-13,null,1.061315108
AcT-09,RHa-51,NMT-17,AAF-27,null,0.667198806
AcT-09,NMT-17,RHa-18,DC-06,null,0.682025446
AcT-09,RHa-51,AAF-27,NMT-13,null,0.495090086
NMT-05,AcT-05,DC-06,null,null,0.787665257
RHa-36,DC-02,AcT-05,RHa-18,NMT-13,0.189882084
DC-01,RHa-36,AcT-11,NMT-13,null,1.081492703
RHa-36,AcT-09,NMT-05,RHa-18,DC-06,1.086164759
AcT-11,NMT-05,DC-02,null,null,0.902146004
RHa-36,AcT-11,RHa-18,DC-06,NMT-13,1.079180724
RHa-51,AAF-27,AcT-05,null,null,1.108856261
RHa-51,AcT-11,DC-06,NMT-13,null,0.935128028
AcT-11,NMT-17,DC-02,RHa-18,null,0.576690421
RHa-51,AAF-27,AcT-05,RHa-18,null,0.319427991
DC-02,AcT-05,RHa-18,NMT-13,null,1.282843282
AcT-09,RHa-51,AAF-27,RHa-18,null,0.864430448
RHa-36,AcT-09,DC-06,NMT-13,null,1.076958531
DC-01,NMT-05,null,null,null,0.43522401
AcT-05,AAF-18,NMT-13,null,null,0.748339282
DC-01,RHa-18,NMT-13,null,null,0.454532814
DC-01,AcT-11,RHa-18,null,null,0.734404091
RHa-36,AcT-11,NMT-05,RHa-18,DC-06,1.030745984
RHa-36,AcT-05,DC-06,NMT-13,null,1.342834095
NMT-05,DC-06,null,null,null,1.159561266
RHa-36,DC-06,null,null,null,0.893240005
DC-01,RHa-36,NMT-17,null,null,0.391448606
RHa-36,DC-02,RHa-18,null,null,0.696001137
DC-01,RHa-36,RHa-18,null,null,0.515586567
AcT-09,NMT-05,DC-06,null,null,1.030636113
DC-01,NMT-05,AcT-05,null,null,0.512521473
RHa-36,AcT-09,AAF-27,NMT-13,null,0.76594917
RHa-36,RHa-18,DC-06,null,null,0.743284365
DC-01,RHa-36,AcT-09,NMT-13,null,0.677264062
AcT-09,RHa-18,DC-06,null,null,0.829303652
DC-01,AcT-11,NMT-13,null,null,0.915408617
RHa-18,DC-06,NMT-13,null,null,0.807350279
RHa-36,AcT-11,NMT-17,DC-02,RHa-18,0.66606113
AcT-05,DC-06,null,null,null,0.9132233
DC-01,AcT-09,RHa-51,NMT-13,null,0.816692577
DC-01,RHa-51,NMT-13,null,null,1.064873795
RHa-51,AcT-11,AAF-27,RHa-18,null,1.060179724
DC-01,RHa-36,AcT-09,NMT-17,RHa-18,0.755685596
AcT-09,AAF-18,null,null,null,0.76620422
RHa-36,RHa-51,DC-06,NMT-13,null,1.52436127
DC-01,RHa-36,NMT-05,AcT-05,RHa-18,0.671105256
RHa-36,AcT-09,DC-02,NMT-13,null,0.654808168
NMT-17,AcT-05,AAF-18,null,null,0.349310758
DC-01,RHa-36,RHa-51,NMT-13,null,1.055329184
AcT-09,NMT-05,AAF-18,null,null,0.421483238
DC-02,RHa-18,NMT-13,null,null,0.819254672
AcT-11,RHa-18,DC-06,NMT-13,null,0.836458132
RHa-51,AcT-11,DC-02,NMT-13,null,0.62260499
RHa-36,AcT-09,RHa-18,DC-06,NMT-13,0.878920641
RHa-51,NMT-17,AcT-05,DC-06,null,0.860798566
RHa-51,AcT-11,AAF-27,NMT-13,null,1.211224344
RHa-36,AcT-11,DC-02,NMT-13,null,1.090909091
RHa-36,NMT-17,DC-02,AcT-05,RHa-18,1.279871552
RHa-36,NMT-05,DC-02,AcT-05,RHa-18,0.757502738
AcT-11,DC-02,RHa-18,null,null,0.855245027
DC-01,RHa-51,AcT-05,NMT-13,null,0.663565845
AcT-11,NMT-05,AAF-18,null,null,0.649623091
NMT-17,AAF-27,AcT-05,null,null,0.614412819
AcT-09,DC-02,RHa-18,NMT-13,null,0.862780668
AcT-05,AAF-18,null,null,null,0.832810028
AcT-11,DC-06,NMT-13,null,null,0.699103713
AAF-27,RHa-18,NMT-13,null,null,0.792680884
RHa-36,AcT-09,AAF-20,RHa-18,null,0.57661148
AcT-09,NMT-17,DC-02,RHa-18,null,0.739783376
RHa-36,AcT-09,DC-02,RHa-18,NMT-13,1.17772658
AcT-09,AAF-27,NMT-13,null,null,0.810660825
DC-01,AcT-11,RHa-18,NMT-13,null,0.963140601
NMT-17,DC-06,null,null,null,1.079640745
RHa-36,AcT-09,NMT-05,DC-02,RHa-18,0.285333849
DC-01,RHa-18,null,null,null,0.331884598
AcT-09,DC-06,NMT-13,null,null,0.945861368
DC-01,RHa-36,NMT-13,null,null,0.353735799
DC-01,RHa-36,AcT-09,RHa-18,NMT-13,1.181212277
NMT-17,AcT-05,RHa-18,DC-06,null,0.755841548
RHa-36,AAF-27,NMT-13,null,null,0.897042716
AcT-09,AAF-27,RHa-18,NMT-13,null,0.544205915
AcT-11,DC-02,RHa-18,NMT-13,null,0.810660825
DC-01,AcT-11,NMT-05,null,null,0.452354874
AcT-09,NMT-17,AAF-20,null,null,0.803066813
RHa-36,AcT-11,NMT-17,RHa-18,DC-06,1.007431485
NMT-17,DC-02,RHa-18,null,null,1.023591814
RHa-36,AcT-05,RHa-18,DC-06,NMT-13,0.719732519
DC-01,AcT-05,NMT-13,null,null,0.478422782
RHa-36,AcT-11,DC-06,NMT-13,null,0.860127378
AcT-09,NMT-05,RHa-18,DC-06,null,0.519781761
AcT-11,AAF-18,NMT-13,null,null,0.536692223
AcT-09,AAF-18,NMT-13,null,null,0.522667165
AAF-18,NMT-13,null,null,null,0.844131109
RHa-36,AcT-11,AAF-27,RHa-18,NMT-13,0.952297676
DC-01,AcT-05,RHa-18,NMT-13,null,1.16440699
AcT-05,RHa-18,DC-06,NMT-13,null,1.362145754
DC-01,AcT-09,NMT-13,null,null,0.974437032
AcT-09,RHa-51,DC-06,NMT-13,null,0.700041194
RHa-36,AcT-09,NMT-05,DC-02,null,0.773706872
AcT-11,NMT-05,DC-06,null,null,0.699423772
DC-02,NMT-13,null,null,null,0.639365839
AcT-09,NMT-05,AAF-27,RHa-18,null,0.566819862
DC-01,RHa-36,AcT-09,NMT-05,RHa-18,0.775871609
DC-01,AcT-05,RHa-18,null,null,0.626937701
RHa-36,DC-02,NMT-13,null,null,0.78476844
AcT-09,DC-06,null,null,null,0.823625061
NMT-17,AAF-27,RHa-18,null,null,0.765047924
AcT-11,DC-06,null,null,null,0.668500652
RHa-51,AcT-11,NMT-17,AAF-27,null,0.944721097
AcT-09,AAF-27,RHa-18,null,null,0.692529233
DC-01,AcT-09,NMT-05,null,null,0.669799494
NMT-17,AAF-18,null,null,null,0.741235816
RHa-18,DC-06,null,null,null,0.790434385
DC-01,NMT-17,AcT-05,null,null,0.549115405
NMT-17,AAF-27,null,null,null,0.855533931
RHa-51,NMT-05,AAF-27,RHa-18,null,0.963697089
AcT-09,RHa-18,DC-06,NMT-13,null,0.387973127
RHa-51,AcT-11,RHa-18,DC-06,null,0.780626933
AcT-09,NMT-17,AAF-27,RHa-18,null,0.481974733
DC-01,RHa-51,AcT-11,NMT-13,null,0.719295914
AcT-11,NMT-17,DC-06,null,null,0.646990558
RHa-36,AcT-11,DC-02,RHa-18,NMT-13,0.167147557
RHa-51,NMT-17,AAF-27,AcT-05,null,0.46948776
DC-01,AcT-09,RHa-18,NMT-13,null,0.649552836
RHa-36,NMT-05,AAF-27,RHa-18,null,0.69619532
AcT-11,DC-02,NMT-13,null,null,0.72886589
